Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Sleepwalking,The Chain Gang Of 1974,0LyfQWJT6nXafLPZqxe9Of,0j4mJiFv3L87bl9X5MPMsm,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,
Paint The Town Red,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2IGMVunIBsBLtEQyoI1Mu7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Walk on by
\nWalk on by
\nWalk on by
\nWalk on by
\nYeah, bitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don’t care, I paint the town red\n\nBitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don't care, I paint the town red\n\n\n\nMm, she the devil\n\nShe a bad lil’ bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\nMm, she the devil\n\nShe a bad lil' bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\n\n\nYeah, yeah\n\nSaid, my happiness is all of your misery\n\nI put good dick all in my kidneys\n\nThis Margiela don't come with no jealousy\n\nMy illness don't come with no remedy\n\nI am so much fun without Hennessy\n\nThey just want my love and my energy\n\nYou can't talk no shit without penalties\n\nBitch, I'm in your shit if you send for me\n\nI’m goin’ to glow up one more time\n\nTrust me, I have magical foresight\n\nYou gon' see me sleepin’ in courtside\n\nYou gon' see me eatin' ten more times\n\nUgh, you can't take that bitch nowhere\n\nUgh, I look better with no hair\n\nUgh, ain’t no sign, I can smoke here\n\nUgh, give me the chance and I'll go there (Yeah, yeah)\n\n\n\nYeah, bitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don't care, I paint the town red\n\nBitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don't care, I paint the town red\n\n\n\nMm, she the devil\n\nShe a bad lil' bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\nMm, she the devil\n\nShe a bad lil' bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\n\n\nYeah, yeah\n\nSaid pop make money, now you try, bitch\n\nYou could use a revamp with a new vibe, sis\n\nI don't need a big feature or a new sidekick\n\nI don't need a new fan 'cause my boo like it\n\nI don't need to wear a wig to make you like it\n\nI'm a two-time bitch, you ain't knew I'd win?\n\nThrow a shot, like you tryna have a food fight, then\n\nAll my opps waitin' for me to be you, I bet\n\nSaid, I got drive, I don't need a car\n\nMoney really all that we feenin' for\n\nI'm doin' things they ain't seen before\n\nFans ain't dumb but extremists are\n\nI'm a demon, Lord\n\nFall off what? I ain't seen a horse\n\nCalled your bluff, better cite the source\n\nFame ain't somethin' that I need no more\n\n\n\n'Cause, bitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don't care, I paint the town red\n\nBitch, I said what I said\n\nI'd rather be famous instead\n\nI let all that get to my head\n\nI don't care, I paint the town red\n\n\n\nMm, she the devil\n\nShe a bad lil' bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\nMm, she the devil\n\nShe a bad lil' bitch, she a rebel\n\nShe put her foot to the pedal\n\nIt'll take a whole lot for me to settle\n\n\n\nWalk on by\n\nWalk on by\n\nWalk on by\n\nWalk on by"
Houdini,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,4OMJGnvZfDvsePyCwRGO7X,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Okay
\n(Mmm)
\nI come and I go
\nTell me all the ways you need me
\nI'm not here for long\n\nCatch me or I go Houdini\n\nI come and I go\n\nProve you got the right to please me\n\nEverybody knows\n\nCatch me or I go Houdini\n\n\n\nTime is passin' like a solar eclipse\n\nSee you watchin' and you blow me a kiss\n\nIt's your moment, baby, don't let it slip\n\nCome in closer, are you readin' my lips?\n\n\n\nThey say I come and I go\n\nTell me all the ways you need me\n\nI'm not here for long\n\nCatch me or I go Houdini\n\nI come and I go\n\nProve you got the right to please me\n\nEverybody knows\n\nCatch me or I go Houdini\n\n\n\nIf you're good enough, you'll find a way\n\nMaybe you could cause a girl to change her ways\n\nDo you think about it night and day?\n\nMaybe you could be the one to make me stay\n\n\n\nEverything you say is soundin' so sweet (Ah-ah)\n\nBut do you practice everything that you preach? (Ah-ah)\n\nI need something that'll make me believe (Ah-ah)\n\nIf you got it, baby, give it to me\n\n\n\nThey say I come and I go\n\nTell me all the ways you need me\n\nI'm not here for long\n\nCatch me or I go Houdini\n\nI come and I go (I come and I go)\n\nProve you got the right to please me\n\nEverybody knows (I'm not here for long)\n\nCatch me or I go Houdini\n\n\n\nIf you're good enough, you'll find a way\n\nMaybe you could cause a girl to change her ways\n\nDo you think about it night and day?\n\nMaybe you could be the one to make me stay\n\n\n\nOh-oh\n\nOoh\n\n\n\nI come and I go\n\nTell me all the ways you need me (Ooh)\n\nI'm not here for long\n\nCatch me or I go Houdini\n\nI come and I go (I come and I go)\n\nProve you got the right to please me\n\nEverybody knows (I'm not here for long)\n\nCatch me or I go Houdini\n\n\n\nHoudini\n\nCatch me or I go Houdini"
Levitating,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,39LLxExYz6ewLAcYrzQQyP,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"If you wanna run away with me
\nI know a galaxy and I can take you for a ride
\nI had a premonition that we fell into a rhythm
\nWhere the music don't stop for life
\nGlitter in the sky, glitter in my eyes
\nShining just the way I like\n\nIf you feel like you need a little bit of company\n\nYou met me at the perfect time\n\n\n\nYou want me, I want you, baby\n\nMy sugarboo, I'm levitating\n\nThe milky way, we're renegading\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n\n\nI got you, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\nYou, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\n\n\nI believe that you're for me, I feel it in our energy\n\nI see us written in the stars\n\nWe can go wherever, so let's do it now or never\n\nBaby, nothing's ever, ever too far\n\n\n\nGlitter in the sky, glitter in our eyes\n\nShining just the way we are\n\nI feel like we're forever, every time we get together\n\nBut whatever, let's get lost on mars\n\n\n\nYou want me, I want you, baby\n\nMy sugarboo, I'm levitating\n\nThe milky way, we're renegading\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n\n\nI got you, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\nYou, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\n\n\nYou can fly away with me tonight\n\nYou can fly away with me tonight\n\nBaby, let me take you for a ride\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n(I'm levitating)\n\nYou can fly away with me tonight\n\nYou can fly away with me tonight\n\nBaby, let me take you for a ride\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n\n\nMy love is like a rocket, watch it blast off\n\nAnd I'm feeling so electric, dance my ass off\n\nAnd even if I wanted to, I can't stop\n\n(Yeah, yeah, yeah, yeah, yeah)\n\nMy love is like a rocket, watch it blast off\n\nAnd I'm feeling so electric, dance my ass off\n\nAnd even if I wanted to, I can't stop\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n\n\nYou want me, I want you, baby\n\nMy sugarboo, I'm levitating\n\nThe milky way, we're renegading\n\n\n\nI got you, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\n\n\nYou can fly away with me tonight\n\nYou can fly away with me tonight\n\nBaby, let me take you for a ride\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n(I'm levitating)\n\nYou can fly away with me tonight\n\nYou can fly away with me tonight\n\nBaby, let me take you for a ride\n\n(Yeah, yeah, yeah, yeah, yeah)\n\n\n\nI got you, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)\n\nYou, moonlight, you're my starlight\n\nI need you, all night\n\nCome on, dance with me\n\n(I'm levitating)"
Sweet Victory,"David Glen Eisley, Bob Kulick",7iAUZj65TsyjfcvprSYb9w,287pDdRjRYf7sd84fzupQo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,
Free Bird - Edit,Lynyrd Skynyrd,0LyfQWJT6nXafLPZqxe9Of,4D65zMx01EirTnqzJMJ9PF,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,
All Day and All of the Night,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,78JmElAFmrPNhLjovDR9Jm,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,"I'm not content to be with you in the daytime
\nGirl I want to be with you all of the time
\nThe only time I feel alright is by your side
\nGirl I want to be with you all of the time
\nAll day and all of the night
\nAll day and all of the night\n\nAll day and all of the night\n\n\n\nI believe that you and me last forever\n\nOh yea, all day and nighttime yours, leave me never\n\nThe only time I feel alright is by your side\n\nGirl I want to be with you all of the time\n\nAll day and all of the night\n\nAll day and all of the night\n\nOh, come on...\n\n\n\nI believe that you and me last forever\n\nOh yea, all day and nighttime yours, leave me never\n\nThe only time I feel alright is by your side\n\nGirl I want to be with you all of the time\n\nAll day and all of the night\n\nAll day and all of the night time\n\nAll day and all of the night"
Trndsttr,"Black Coast, M. Maggie",4JMdvZoXArDVuMNNelKmjo,4j2NMbqTSjcWgcAS70N4oD,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
Run Boy Run,Woodkid,44TGR1CzjKBxSHsSEy7bi9,0boS4e6uXwp3zAvz1mLxZS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"Run boy run! This world is not made for you
\nRun boy run! They're trying to catch you
\nRun boy run! Running is a victory
\nRun boy run! Beauty lays behind the hills
\nRun boy run! The sun will be guiding you\n\nRun boy run! They're dying to stop you\n\nRun boy run! This race is a prophecy\n\nRun boy run! Break out from society\n\n\n\nTomorrow is another day\n\nAnd you won't have to hide away\n\nYou'll be a man, boy!\n\nBut for now it's time to run, it's time to run!\n\n\n\nRun boy run! This ride is a journey to\n\nRun boy run! The secret inside of you\n\nRun boy run! This race is a prophecy\n\nRun boy run! And disappear in the trees\n\n\n\nTomorrow is another day\n\nAnd you won't have to hide away\n\nYou'll be a man, boy!\n\nBut for now it's time to run, it's time to run!\n\n\n\nTomorrow is another day\n\nAnd when the night fades away\n\nYou'll be a man, boy!\n\nBut for now it's time to run, it's time to run!"
Dog Days Are Over,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,1YLJVmuzeM2YSUkCCaTNUB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Happiness hit her like a train on a track
\nComing towards her stuck still no turning back
\nShe hid around corners and she hid under beds
\nShe killed it with kisses and from it she fled
\nWith every bubble she sank with her drink
\nAnd washed it away down the kitchen sink\n\n\n\nThe dog days are over\n\nThe dog days are done\n\nThe horses are coming\n\nSo you better run\n\n\n\nRun fast for your mother, run fast for your father\n\nRun for your children, for your sisters and brothers\n\nLeave all your loving, your loving behind\n\nYou cant carry it with you if you want to survive\n\n\n\nThe dog days are over\n\nThe dog days are done\n\nCan you hear the horses?\n\n'Cause here they come\n\n\n\nAnd i never wanted anything from you\n\nExcept everything you had and what was left after that too, oh\n\nHappiness hit her like a bullet in the head\n\nStruck from a great height by someone who should know better than that\n\n\n\nThe dog days are over\n\nThe dog days are done\n\nCan you hear the horses?\n\n'Cause here they come\n\n\n\nRun fast for your mother, run fast for your father\n\nRun for your children, for your sisters and brothers\n\nLeave all your loving, your loving behind\n\nYou cant carry it with you if you want to survive\n\n\n\nThe dog days are over\n\nThe dog days are done\n\nCan you hear the horses?\n\n'Cause here they come\n\n\n\nThe dog days are over\n\nThe dog days are done\n\nThe horses are coming\n\nSo you better run \n\n\n\n(Thanks to Jolien for these lyrics)"
