Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Cirice,Ghost,1Qp56T7n950O3EGMsSl81D,3ZXZ9RMsznqgyHnyq0K5FL,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Welcome To The Jungle,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0G21yYKMZoHa30cYVi1iA8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,"Welcome to the jungle
\nWe got fun 'n' games
\nWe got evrything you want
\nHoney we know the names
\nWe are the people that can find
\nWhatever you may need\n\nIf you got the money honey\n\nWe got your disease\n\nChorus:\n\nIn the jungle\n\nWelcome to the jungle\n\nWatch it bring you to your knees, knees\n\nI wanna watch you bleed\n\nWelcome to the jungle\n\nWe take it day by day\n\nIf you want it you're gonna bleed\n\nBut it's the price you pay\n\nAnd you're a very sexy girl\n\nThat's very hard to please\n\nYou can taste the bright lights\n\nBut you won't get them for free\n\nIn the jungle\n\nWelcome to the jungle\n\nFeel my, my serpentine\n\nI, I wanna hear yous-cream\n\nWelcome to the jungle\n\nIt gets worse here everyday\n\nYa learn ta live like an animal\n\nIn the jungle where we play\n\nIf you got a hunger for what you see\n\nYou'll take it eventually\n\nYou can have anything you want\n\nBut you better not take it from me\n\nChorus\n\nAnd when you're high you never\n\nEver want to come down, YEAH!\n\nYou know where you are\n\nYou're in the jungle baby\n\nYou're gonna die\n\nIn the jungle\n\nWelcome to the jungle\n\nWatch it bring you to your knees, knees\n\nIn the jungle\n\nWelcome to the jungle\n\nFeel my, my serpentine\n\nIn the jungle\n\nWelcome to the jungle\n\nWatch it bring you to your knees, knees\n\nIn the jungle\n\nWelcome to the jungle\n\nWatch it bring you to your\n\nIt's gonna bring you down\n\nHa!"
Rock You Like A Hurricane,Scorpions,27T030eWyCQRmDyuvr1kxY,58XWGx7KNNkKneHdprcprX,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"It's early morning
\nThe sun comes out
\nLast night was shaking
\nAnd pretty loud
\nMy cat is purring
\nAnd scratches my skin\n\nSo what is wrong\n\nWith another sin\n\nThe bitch is hungry\n\nShe needs to tell\n\nSo give her inches\n\nAnd feed her well\n\nMore days to come\n\nNew places to go\n\nI've got to leave\n\nIt's time for a show\n\n\n\nHere I am, rock you like a hurricane\n\nHere I am, rock you like a hurricane\n\n\n\nMy body is burning\n\nIt starts to shout\n\nDesire is coming\n\nIt breaks out loud\n\nLust is in cages\n\nTill storm breaks loose\n\nJust have to make it\n\nWith someone I choose\n\nThe night is calling\n\nI have to go\n\nThe wolf is hungry\n\nHe runs the show\n\nHe's licking his lips\n\nHe's ready to win\n\nOn the hunt tonight\n\nFor love at first sting\n\n\n\nHere I am, rock you like a hurricane\n\nHere I am, rock you like a hurricane\n\nHere I am, rock you like a hurricane\n\nHere I am, rock you like a hurricane"
The Pot,TOOL,2yEwvVSSSUkcLeSTNyHKh8,1lATXTBJDHwawvT1UfxWu3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Who are you to wave your finger?
\nYa' must have been out your head.
\nEye hole deep in muddy waters.
\nYou practically raised the dead.
\nRob the grave, to snow the cradle.\n\nThen burn the evidence down.\n\nSoapbox, house of cards, and glass,\n\nSo don't go tossin' your stones around.\n\n\n\nYou must have been high.\n\nYou must have been high.\n\nYou must have been.\n\n\n\nFoot in mouth, and head up asshole.\n\nWhatcha talkin' 'bout?\n\nDifficult to dance 'round this one\n\n'til you pull it out, boy!\n\n\n\nYou must have been, so high.\n\nYou must have been, so high.\n\n\n\nSteal, borrow, refer, save your shady inference.\n\nKing Guru done hung the juror with the innocent.\n\n\n\nNow you're weeping shades of cozened indigo\n\nGot lemon juice up in your...EYE!\n\n\n\nWhen you pissed all over my black kettle\n\nYou must have been HIGH, HIGH\n\nYou must have been HIGH, HIGH\n\n\n\nWho are you to wave your finger?\n\nSo full of it.\n\nEyeballs deep in muddy waters\n\nFuckin' hypocrite.\n\n\n\nLiar, lawyer, mirror, show me.\n\nWhat's the difference?\n\n\n\nKangaroo be stoned. He's guilty as the government\n\n\n\nNOW!!\n\nYou'll weep or, change the chosen into gold.\n\nGot lemon juice up in your high! eye!\n\nWhen you pissed all over my black kettle\n\nYou musta been!\n\n\n\nSo who are you to wave your finger?\n\nWho are you to wave your mighty fingers at me?\n\nYou must, have been, out your, mind!\n\n\n\nReefer chased off indigo\n\nTrapped without a reason\n\nReefer chased off indigo\n\n\n\nLiar, lawyer,\n\nMirror for ya,\n\nWhat's the difference?\n\nKangaroo be stoned\n\nHe's guilty as the government\n\n\n\nNOW!!\n\nWill you weep or, change the chosen into gold\n\nGot lemon juice up in your, EYE!!\n\nEYE!!\n\n\n\nNow when you pissed all over my black kettle.\n\nYou musta been HIGH, HIGH, HIGH, HIGH.\n\nEyeballs deep in muddy waters\n\nYour're balls deep in muddy waters.\n\nGanja Police, you must, have been, out your MIND!!!!"
To Hell and Back,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,1BrgjqSg9du0lj3TUMLluL,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"A short man from Texas,
\na man of the wild
\nThrown into combat,
\nwhere bodies lie piled
\nFights his emotions,\n\nhis blood's running cold,\n\njust like his victories,\n\nhis story unfolds\n\n\n\nBright, a white light\n\nIf there´d be, any glory in war\n\nLet it rest, on men like him\n\n\n\n(Dead men will never come back..)\n\n\n\nCrosses grow on Anzio,\n\nwhere no soldiers sleep and the hell's six feet deep\n\nThe death must wait, there's no debate\n\nSo charge and attack, going to hell and back!\n\n\n\nA man of the 15th, a man of can-do,\n\nfriends fall around him, but yet he came through\n\nlet them fall face-down, if they must die,\n\nmaking it easier to say goodbye\n\n\n\nBright, a white light\n\nIf there´d be, any glory in war\n\nLet it rest, on men like him\n\n\n\nWho went to hell and came back!\n\n\n\nCrosses grow on Anzio,\n\nwhere no soldiers sleep and the hell's six feet deep\n\nThe death must wait, there's no debate\n\nSo charge and attack, going to hell and back!\n\n\n\nOh, gather 'round me,\n\nand listen while I speak,\n\nof a war, where hell is six feet deep,\n\nand now that I'm off the shore, where cannons still roar,\n\nthey're haunting my dreams, they're still there when I sleep!\n\n\n\nHe saw crosses grow on Anzio,\n\nwhere no soldiers sleep and where hell's six feet deep\n\nThe death must wait, there's no debate\n\nHe charged and attacked, he went to hell and back!\n\n\n\n(Dank an Slash für den Text)"
Duality,Slipknot,05fG473iIaoy82BF1aGhL8,61mWefnWQOLf90gepjOCb3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"I push my fingers into my eyes...
\nIt's the only thing that slowly stops the ache...
\nBut it's made of all the things I have to take...
\nJesus, it never ends, it works it's way inside...
\nIf the pain goes on...
\nAaaaaaah!\n\n\n\nI have screamed until my veins collapsed\n\nI've waited as my time's elapsed\n\nNow, All I do is live with so much fate\n\nI've wished for this, I've bitched at that\n\nI've left behind this little fact:\n\nYou cannot kill what you did not create\n\nI've gotta say what I've gotta say\n\nAnd then I swear I'll go away\n\nBut I can't promise you'll enjoy the noise\n\nI guess I'll save the best for last\n\nMy future seems like one big past\n\nYou're left with me 'cause you left me no choice\n\n\n\nI push my fingers into my eyes\n\nIt's the only thing that slowly stops the ache\n\nIf the pain goes on\n\nI'm not gonna make it!\n\n\n\nPut me back together\n\nOr separate the skin from bone\n\nLeave me all the Pieces, then you can leave me\n\nalone\n\nTell me the reality is better than the dream\n\nBut I found out the hard way\n\nNothing is what it seems!\n\n\n\nI push my fingers into my eyes\n\nIt's the only thing that slowly stops the ache\n\nBut it's made of all the things I have to take\n\nJesus, it never ends, it works it's way inside\n\nIf the pain goes on\n\nI'm not gonna make it!\n\n\n\nAll I've got... All I've got is insane...\n\nAll I've got... All I've got is insane...\n\nAll I've got... All I've got is insane!\n\nAll I've got... All I've got is insane!\n\n\n\nI push my fingers into my eyes\n\nIt's the only thing that slowly stops the ache\n\nBut it's made of all the things I have to take\n\nJesus, it never ends, it works it's way inside\n\nIf the pain goes on\n\nI'm not gonna make it!"
The Trooper (2015 Remaster),Iron Maiden,6mdiAmATAx73kdxrNrnlao,2C3B3dva983HPMojFqWLOp,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"[Harris]
\nYou'll take my life but I'll take yours too
\nYou'll fire your musket but I'll run you through
\nSo when you're waiting for the next attack
\nYou'd better stand there's no turning back.\n\n\n\nThe Bugle sounds and the charge begins\n\nBut on this battlefield no one wins\n\nThe smell of acrid smoke and horses' breath\n\nAs I plunge on into certain death.\n\n\n\nThe horse he sweats with fear we break to run\n\nThe mighty roar of the Russian guns\n\nAnd as we race towards the human wall\n\nThe screams of pain as my comrades fall.\n\n\n\nWe hurdle bodies that lay on the ground\n\nAnd the Russians fire another round\n\nWe get so near yet so far away\n\nWe won't live to fight another day.\n\n\n\nWe get so close near enough to fight\n\nWhen a Russian gets me in his sights\n\nHe pulls the trigger and I feel the blow\n\nA burst of rounds take my horse below.\n\n\n\nAnd as I lay there gazing at the sky\n\nMy body's numb and my throat is dry\n\nAnd as I lay forgotten and alone\n\nWithout a tear I draw my parting groan."
Walk,Pantera,14pVkFUHDL207LzLHtSA18,7fcfNW0XxTWlwVlftzfDOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Can't you see I'm easily bothered by persistence
\nOne step from lashing out at you...
\nYou want in to get under my skin
\nAnd call yourself a friend
\nI've got more friends like you
\nWhat do I do?\n\n\n\nIs there no standard anymore?\n\nWhat it takes, who I am, where I've been\n\nBelong\n\nYou can't be something you're not\n\nBe yourself, by yourself\n\nStay away from me\n\nA lesson learned in life\n\nKnown from the dawn of time\n\n\n\nRespect, walk\n\nWhat did you say?\n\nRespect, walk\n\nAre you talking to me?\n\nAre you talking to me?\n\n\n\nRun your mouth when I'm not around\n\nIt's easy to achieve\n\nYou cry to weak friends that sympathize\n\nCan you hear the violins playing you song?\n\nThose same friends tell me your every word\n\n\n\nIs there no standard anymore?\n\nWhat it takes, who I am, where I've been\n\nBelong\n\nYou can't be something you're not\n\nBe yourself, by yourself\n\nStay away from me\n\nA lesson learned in life\n\nKnown from the dawn of time\n\n\n\nRespect, walk\n\nWhat did you say?\n\nRespect, walk\n\nAre you talking to me?\n\nRespect, walk\n\nWhat did you say?\n\nRespect, walk\n\nAre you talking to me?\n\nAre you talking to me?\n\nNo way punk\n\n\n\nWhat did you say?\n\nRespect, walk\n\nAre you talking to me?\n\nRespect, walk\n\nWhat did you say?\n\nRespect, walk\n\nAre you talking to me?\n\nAre you talking to me?"
In the End,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,60a0Rd6pjrkxjPbaKzXjfq,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"(It starts with one)\nOne thing I don't know why\nIt doesn't even matter how hard you try\nKeep that in mind, I designed this rhyme\nTo explain in due time\n(All I know)\n\nTime is a valuable thing\n\nWatch it fly by as the pendulum swings\n\nWatch it count down to the end of the day\n\nThe clock ticks life away\n\n(It's so unreal)\n\nDidn't look out below\n\nWatch the time go right out the window\n\nTrying to hold on but didn't even know\n\nI wasted it all just to watch you go\n\n\n\nI kept everything inside and even though I tried, it all fell apart\n\nWhat it meant to be will eventually be a memory of a time when...\n\n\n\nI tried so hard\n\nAnd got so far\n\nBut in the end\n\nIt doesn't even matter\n\nI had to fall\n\nTo lose it all\n\nBut in the end\n\nIt doesn't even matter\n\n\n\nOne thing, I don't know why\n\nIt doesn't even matter how hard you try\n\nKeep that in mind, I designed this rhyme\n\nTo remind myself how\n\nI tried so hard\n\nIn spite of the way you were mocking me\n\nActing like I was part of your property\n\nRemembering all the times you fought with me\n\nI'm surprised it got so (far)\n\nThings aren't the way they were before\n\nYou wouldn't even recognize me anymore\n\nNot that you knew me back then\n\nBut it all comes back to me\n\nIn the end\n\n\n\nYou kept everything inside and even though I tried, it all fell apart\n\nWhat it meant to me will eventually be a memory of a time when...\n\n\n\nI tried so hard\n\nAnd got so far\n\nBut in the end\n\nIt doesn't even matter\n\nI had to fall\n\nTo lose it all\n\nBut in the end\n\nIt doesn't even matter\n\n\n\nI've put my trust in you\n\nPushed as far as I can go\n\nFor all this\n\nThere's only one thing you should know\n\nI've put my trust in you\n\nPushed as far as I can go\n\nFor all this\n\nThere's only one thing you should know\n\n\n\nI tried so hard\n\nAnd got so far\n\nBut in the end\n\nIt doesn't even matter\n\nI had to fall\n\nTo lose it all\n\nBut in the end\n\nIt doesn't even matter"
Numb,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,2nLtzopw4rPReszdYBJU6h,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,I'm tired of being what you want me to be\nFeeling so faithless lost under the surface\nDon't know what you're expecting of me\nPut under the pressure of walking in your shoes\n(Caught in the undertow just caught in the undertow)\nEvery step that I take is another mistake to you\n\n(Caught in the undertow just caught in the undertow)\n\n\n\nI've become so numb I can't feel you there\n\nI've become so tired so much more aware\n\nI'm becoming this all I want to do\n\nIs be more like me and be less like you\n\n\n\nCan't you see that you're smothering me\n\nHolding too tightly afraid to lose control\n\nCause everything that you thought I would be\n\nHas fallen apart right in front of you\n\n(Caught in the undertow just caught in the undertow)\n\nEvery step that I take is another mistake to you\n\n(Caught in the undertow just caught in the undertow)\n\nAnd every second I waste is more than I can take\n\n\n\nI've become so numb I can't feel you there\n\nI've become so tired so much more aware\n\nI'm becoming this all I want to do\n\nIs be more like me and be less like you\n\n\n\nAnd I know\n\nI may end up failing too\n\nBut I know\n\nYou were just like me with someone disappointed in you\n\n\n\nI've become so numb I can't feel you there\n\nI've become so tired so much more aware\n\nI'm becoming this all I want to do\n\nIs be more like me and be less like you\n\n\n\nI've become so numb I can't feel you there\n\nI'm tired of being what you want me to be\n\nI've become so numb I can't feel you there\n\nI'm tired of being what you want me to be
