Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Cake By The Ocean,DNCE,6T5tfhQCknKG4UnH90qGnz,76hfruVvmfQbw0eYn1nmeC,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Oh, no
\nSee you walking 'round like it's a funeral
\nNot so serious, girl; why those feet cold?
\nWe just getting started; don't you tiptoe, tiptoe, ah
\nWaste time with a masterpiece, don't waste time with a masterpiece\n\nYou should be rolling with me, you should be rolling with me, ah\n\nYou're a real-life fantasy, you're a real-life fantasy\n\nBut you're moving so carefully; let's start living dangerously\n\n\n\nTalk to me, baby\n\nI'm going blind for this sweet sweet craving, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\nWalk for me, baby\n\nI'll be Didd and you'll be Naomi, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\n\n\nGod damn\n\nSee you licking frosting from your own hands\n\nWant another taste, I'm begging, yes ma'am\n\nI'm tired of all this candy on the dry land, dry land, oh\n\n\n\nWaste time with a masterpiece, don't waste time with a masterpiece\n\nYou should be rolling with me, you should be rolling with me, ah\n\nYou're a real-life fantasy, you're a real-life fantasy\n\nBut you're moving so carefully; let's start living dangerously\n\n\n\nTalk to me, baby\n\nI'm going blind for this sweet sweet craving, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\nWalk for me, baby (walk for me now)\n\nI'll be Didd and you'll be Naomi, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\n\n\nYou're fucking delicious\n\nTalk to me, girl\n\n\n\nTalk to me, baby\n\nI'm going blind for this sweet sweet craving, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\nWalk for me, baby (walk for me now)\n\nI'll be Didd and you'll be Naomi, whoa-oh\n\nLet's lose our minds and go fucking crazy\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean\n\n\n\nRed velvet, vanilla, chocolate in my life\n\nConfetti, I'm ready; I need it every night\n\nRed velvet, vanilla, chocolate in my life\n\nI-I-I-I-I-I keep on hoping we'll eat cake by the ocean"
Toothbrush,DNCE,6T5tfhQCknKG4UnH90qGnz,7ciLq0Cip0yxiz6KANrOUq,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Baby you don't have to rush
\nYou can leave a toothbrush
\nAt my place, at my place
\nWe don't need to keep it hush
\nYou can leave a toothbrush
\nAt my place, at my place\n\n\n\nStuck in a limbo, half hypnotized\n\nEach time I let you stay the night, stay the night\n\nUp in the morning, tangled in sheets\n\nWe play the moment on repeat, on repeat\n\n\n\nWhen you're standing there in your underwear\n\nAnd my t-shirt from the night before\n\nWith your messed up hair and your feet still bare\n\nWould you mind closing the bedroom door?\n\n\n\nMaybe you don't have to rush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\nWe don't need to keep it hush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\n\n\n'Cause I just, I just can't let you go when you \n\nGive me something I've never known\n\nSo maybe you don't have to rush\n\nYou could leave a toothbrush\n\nAt my place, at my place\n\n\n\nNo need to question, next time we meet\n\nI know you're coming home with me, home with me\n\nSweat like a sauna, break out the ice\n\nI know you're gonna stay the night, stay the night\n\n\n\nWhen you're standing there in your underwear\n\nAnd my t-shirt from the night before\n\nWith your messed up hair and your feet still bare\n\nWould you mind closing the bedroom door?\n\n\n\nMaybe you don't have to rush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\nWe don't need to keep it hush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\n\n\n'Cause I just, I just can't let you go when you \n\nGive me something I've never known\n\nSo maybe you don't have to rush\n\nYou could leave a toothbrush\n\nAt my place, at my place\n\n\n\n'Cause I don't want this to end\n\nAnd there's no need to play pretend\n\nIf you stay with me again\n\nWould you mind closing the bedroom door?\n\n\n\nMaybe you don't have to rush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\nWe don't need to keep it hush\n\nYou could leave a toothbrush \n\nAt my place, at my place\n\n\n\n'Cause I just, I just can't let you go when you \n\nGive me something I've never known\n\nSo maybe you don't have to rush\n\nYou could leave a toothbrush \n\nAt my place, at my place"
Kissing Strangers,"DNCE, Nicki Minaj",6T5tfhQCknKG4UnH90qGnz,1NkwZ9TnIs8js6G0M6M7RU,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
Body Moves,DNCE,6T5tfhQCknKG4UnH90qGnz,2igbKtoBMXdYgYPkCpl0V4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Ow!
\nHey!
\nThat's right
\nOh!
\nSide by side\n\nWalking home, stumbling home, getting curious\n\nWhat's on your mind?\n\nCause what's on mine's a dirty mind\n\nWhy so serious?\n\n\n\nBaby the stars above will light the way\n\nJust take my hand and hear the words I say\n\nYeah, when the morning comes, I'll always stay\n\nYou gotta know, you gotta know that I'm feeling this, ow!\n\n\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit, ow!)\n\nCome on home with me, oh baby, let it loose\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit)\n\nI don't need it, but you know how bad I want it\n\nAnd your touch has got me haunted, but I li-i-ike it\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit)\n\n\n\nGot all night\n\nShow me more, a little more, it's getting scandalous\n\nYeah, all my life, yeah\n\nWaiting for the girl next door to get real dangerous\n\n\n\nBaby the stars above will light the way\n\nJust take my hand and hear the words I say\n\nYeah, when the morning comes, I'll always stay\n\nYou gotta know, you gotta know that I'm feeling this, ow!\n\n\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit, ow!)\n\nCome on home with me, oh baby, let it loose\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit)\n\n\n\nI don't need it, but you know how bad I want it\n\nAnd your touch has got me haunted, but I li-i-ike it\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (yeah, just a little bit)\n\nBody moves (oh, just a little bit), ow!\n\n\n\nHa, that's right\n\nHaha\n\n\n\nYeah, when the morning comes, I'll always stay\n\nYou gotta know, you gotta know that I'm feeling this\n\nOw!\n\n\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit, ow!)\n\nCome on home with me, oh baby, let it loose\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit)\n\nI don't need it, but you know how bad I want it\n\nAnd your touch has got me haunted, but I li-i-ike it\n\nCome and roll with me, we'll rock them body moves\n\nMe and you (oh, just a little bit)\n\nBody moves (yeah, just a little bit), ow!"
Kiwi,Harry Styles,6KImCVD70vtIoJWnq6nGn3,33SNO8AaciGbNaQFkxvPrW,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"She worked her way through a cheap pack of cigarettes
\nHard liquor mixed with a bit of intellect
\nAnd all the boys, they were saying they were into it
\nSuch a pretty face, on a pretty neck
\nShe's driving me crazy, but I'm into it, but I'm into it\n\nI'm kind of into it\n\nIt's getting crazy, I think I'm losing it, I think I'm losing it\n\nI think she said ""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your, it's none of your""\n\n\n\nIt's New York, baby, always jacked up\n\nHolland Tunnels for a nose, it's always backed up\n\nWhen she's alone, she goes home to a cactus\n\nIn a black dress, she's such an actress\n\n\n\nDriving me crazy, but I'm into it, but I'm into it\n\nI'm kind of into it\n\nIt's getting crazy, I think I'm losing it, I think I'm losing it\n\nOh I think she said ""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your business"" (none of your, none of your)\n\n""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your, it's none of your""\n\n\n\nShe sits beside me like a silhouette\n\nHard candy dripping on me 'til my feet are wet\n\nAnd now she's all over me, it's like I paid for it\n\nIt's like I paid for it, I'm gonna pay for this\n\n\n\nIt's none of your, it's none of your\n\n""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your business"" (it's none of your, none of your)\n\n""I'm having your baby, it's none of your business""\n\n""I'm having your baby, it's none of your business"" (it's none of your, none of your)"
Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,02MWAaffLxlfxAUY7c5dvx,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"(Last night all I think about is you
\nDon't stop, baby, you can walk through
\nDon't wanna but I think about you
\nYou know that I'm never gonna lose)
\nRoad shimmer wigglin' the vision
\nHeat, heat waves, I'm swimmin' in a mirror\n\nRoad shimmer wigglin' the vision\n\nHeat, heat waves, I'm swimmin' in a—\n\n\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\n\n\nUsually I put somethin' on TV\n\nSo we never think about you and me\n\nBut today I see our reflections clearly\n\nIn Hollywood, layin' on the screen\n\nYou just need a better life than this\n\nYou need somethin' I can never give\n\nFake water all across the road\n\nIt's gone now, the night has come, but\n\n\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\n\n\nYou can't fight it, you can't breathe\n\nYou say somethin' so lovin', but\n\nNow I gotta let you go\n\nYou'll be better off in someone new\n\nI don't wanna be alone\n\nYou know it hurts me too\n\nYou look so broken when you cry\n\nOne more and then I say goodbye\n\n\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\n\n\nI just wonder what you're dreamin' of\n\nWhen you sleep and smile so comfortable\n\nI just wish that I could give you that\n\nThat look that's perfectly un-sad\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nHeat waves been fakin' me out\n\n\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\nSometimes all I think about is you\n\nLate nights in the middle of June\n\nHeat waves been fakin' me out\n\nCan't make you happier now\n\n\n\nRoad shimmer wigglin' the vision\n\nHeat, heat waves, I'm swimmin' in a mirror\n\nRoad shimmer wigglin' the vision\n\nHeat, heat waves, I'm swimmin' in a mirror"
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",53XhwfbYqKCa1cC15pYq2q,1r9xUipOqoNwggBpENDsvJ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",53XhwfbYqKCa1cC15pYq2q,1HhNoOuqm1a5MXYEgAFl8o,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
Viva Las Vengeance,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,2XRh87n9CQoWkWW94H3Min,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"Pyramid of ones, kids with loaded guns, plugged on a power strip (Power strip)
\nI'm already dead, woodstock in the shed, I'm so out of it (Out of it)
\nSomeone did me wrong, stole my favorite song, yes, it really hurt (Really hurt)
\nStepped on every chord, fell on every sword, yes, excalibur (Excalibur)
\nI don't wanna be a diva\n\nI just wanna be free\n\nOn a sofa with Sativa\n\nLiving the dream\n\n\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\n\n\nHacking at my feed, act like you are mе, no one really cares (Rеally cares)\n\nNothing's really real, no one really feels, nothing to declare (To declare)\n\n\n\nI don't wanna be anonymous\n\nBut I don't wanna be you\n\nIn a city full of promises\n\nNothing rings true\n\n\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\n\n\nGiving up the key to paint a masterpiece, what am I doing here?\n\nStuck here in the weeds on a road that leads to nowhere\n\nTo nowhere, to nowhere, to nowhere\n\nTo nowhere, to nowhere, to nowhere, to nowhere\n\nShut up and go to bed\n\nViva Las Vengeance\n\n\n\nShut up and go to bed\n\nViva Las Vengeance\n\nShut up and go to bed\n\nViva Las Vengeance\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\nShut up and go to bed\n\nShe said ""Viva Las Vengeance""\n\n\n\nEvery moment is a replay\n\nI'm being buried alive\n\nDidn't wanna kill the DJ\n\nBut it can't hurt to try"
High Hopes,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,1rqqCSm0Qe4I9rUvWncaom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Had to have high, high hopes for a living
\nShooting for the stars when I couldn't make a killing
\nDidn't have a dime but I always had a vision
\nAlways had high, high hopes
\nHad to have high, high hopes for a living
\nDidn't know how but I always had a feeling\n\nI was gonna be that one in a million\n\nAlways had high, high hopes\n\n\n\nMama said\n\nFulfill the prophecy\n\nBe something greater\n\nGo make a legacy\n\nManifest destiny\n\nBack in the days\n\nWe wanted everything, wanted everything\n\nMama said\n\nBurn your biographies\n\nRewrite your history\n\nLight up your wildest dreams\n\nMuseum victories, everyday\n\nWe wanted everything, wanted everything\n\n\n\nMama said don't give up, it's a little complicated\n\nAll tied up, no more love and I'd hate to see you waiting\n\n\n\nHad to have high, high hopes for a living\n\nShooting for the stars when I couldn't make a killing\n\nDidn't have a dime but I always had a vision\n\nAlways had high, high hopes\n\nHad to have high, high hopes for a living\n\nDidn't know how but I always had a feeling\n\nI was gonna be that one in a million\n\nAlways had high, high hopes\n\n\n\nMama said\n\nIt's uphill for oddities\n\nThe stranger crusaders\n\nAin't ever wannabes\n\nThe weird and the novelties\n\nDon't ever change\n\nWe wanted everything, wanted everything\n\n\n\nStay up on that rise\n\nStay up on that rise and never come down\n\nStay up on that rise\n\nStay up on that rise and never come down\n\n\n\nMama said don't give up, it's a little complicated\n\nAll tied up, no more love and I'd hate to see you waiting\n\nThey say it's all been done but they haven't seen the best of me\n\nSo I got one more run and it's gonna be a sight to see\n\n\n\nHad to have high, high hopes for a living\n\nShooting for the stars when I couldn't make a killing\n\nDidn't have a dime but I always had a vision\n\nAlways had high, high hopes\n\nHad to have high, high hopes for a living\n\nDidn't know how but I always had a feeling\n\nI was gonna be that one in a million\n\nAlways had high, high hopes\n\n\n\nHad to have high, high hopes for a living\n\nShooting for the stars when I couldn't make a killing\n\nDidn't have a dime but I always had a vision\n\nAlways had high, high hopes\n\nHad to have high, high hopes for a living\n\nDidn't know how but I always had a feeling\n\nI was gonna be that one in a million\n\nAlways had high, high hopes"
