Song Name,Artists,Artist_ID,Track_ID,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Times_played,Matched_Emotions,lyrics
Waiting for a Girl like You,Foreigner,6IRouO5mvvfcyxtPDKMYFN,2OgVsp77En2nju8pnCieVU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"So long, I've been looking too hard, I've been waiting too long \nSometimes I don't know what I will find, I only know it's a matter of time \nWhen you love someone, when you love someone \nIt feels so right, so warm and true, I need to know if you feel it too \nMaybe I'm wrong, won't you tell me if I'm coming on too strong \n\nThis heart of mine has been hurt before, this time I wanna be sure \n\n\n\nI've been waiting for a girl like you to come into my life \n\nI've been waiting for a girl like you, your loving will survive \n\nI've been waiting for someone new to make me feel alive \n\nYeah, waiting for a girl like you to come into my life \n\n\n\nYou're so good, when we make love it's understood \n\nIt's more than a touch or a word can say \n\nOnly in dreams could it be this way \n\nWhen you love someone, yeah, really love someone \n\n\n\nNow I know it's right, from the moment I wake up till deep in the night \n\nThere's nowhere on earth that I'd rather be than holding you tenderly \n\n\n\nI've been waiting for a girl like you to come into my life \n\nI've been waiting for a girl like you, your loving will survive \n\nI've been waiting for someone new to make me feel alive \n\nYeah, waiting for a girl like you to come into my life \n\n\n\nI've been waiting, waiting for you, ooh, I've been waiting \n\nI've been waiting \n\n(I've been waiting for a girl like you, I've been waiting) \n\nWon't you come into my life?"
I Want to Know What Love Is - 1999 Remaster,Foreigner,6IRouO5mvvfcyxtPDKMYFN,1JLn8RhQzHz3qDqsChcmBl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
As It Was,Harry Styles,6KImCVD70vtIoJWnq6nGn3,4Dvkj6JhhA12EX05fT7y2e,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Come on, Harry, we wanna say goodnight to you
\nHoldin' me back
\nGravity's holdin' me back
\nI want you to hold out the palm of your hand
\nWhy don't we leave it at that?\n\nNothin' to say\n\nAnd everything gets in the way\n\nSeems you cannot be replaced\n\nAnd I'm the one who will stay, oh-oh-oh\n\n\n\nIn this world, it's just us\n\nYou know it's not the same as it was\n\nIn this world, it's just us\n\nYou know it's not the same as it was\n\nAs it was, as it was\n\nYou know it's not the same\n\n\n\nAnswer the phone\n\n""Harry, you're no good alone\n\nWhy are you sitting at home on the floor?\n\nWhat kind of pills are you on?""\n\nRingin' the bell\n\nAnd nobody's coming to help\n\nYour daddy lives by himself\n\nHe just wants to know that you're well, oh-oh-oh\n\n\n\nIn this world, it's just us\n\nYou know it's not the same as it was\n\nIn this world, it's just us\n\nYou know it's not the same as it was\n\nAs it was, as it was\n\nYou know it's not the same\n\n\n\nGo home, get ahead, light-speed internet\n\nI don't wanna talk about the way that it was\n\nLeave America, two kids follow her\n\nI don't wanna talk about who's doin' it first\n\n\n\n(Hey)\n\nAs it was\n\nYou know it's not the same as it was\n\nAs it was, as it was"
Viva La Vida,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1mea3bSkSGXuIRvnydlB5b,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"I used to rule the world \nSeas would rise when I gave the word \nNow in the morning I sleep alone \nSweep the streets that I used to own
\nI used to roll the dice \n\nFeel the fear in my enemy's eyes \n\nListen as the crowd would sing: \n\n""Now the old king is dead! \n\nLong live the king!""\n\n\n\nOne minute I held the key \n\nNext the walls were closed on me \n\nAnd I discovered that my castles stand \n\nUpon pillars of salt and pillars of sand\n\n\n\nI hear Jerusalem bells are ringing \n\nRoman Cavalry choirs are singing \n\nBe my mirror my sword and shield \n\nMy missionaries in a foreign field \n\nFor some reason I can't explain \n\nOnce you go there was never, never an honest word \n\nThat was when I ruled the world \n\n(Ohhh) \n\n\n\nIt was the wicked and wild wind \n\nBlew down the doors to let me in\n\nShattered windows and the sound of drums \n\nPeople couldn't believe what I'd become\n\n\n\nRevolutionaries wait \n\nFor my head on a silver plate \n\nJust a puppet on a lonely string\n\nOh who would ever want to be king? \n\n\n\nI hear Jerusalem bells are ringing\n\nRoman Cavalry choirs are singing \n\nBe my mirror my sword and shield \n\nMy missionaries in a foreign field \n\nFor some reason I can't explain \n\nI know Saint Peter won't call my name \n\nNever an honest word \n\nBut that was when I ruled the world \n\n(Ohhhhh Ohhh Ohhh)\n\n\n\nI hear Jerusalem bells are ringing\n\nRoman Cavalry choirs are singing \n\nBe my mirror my sword and shield \n\nMy missionaries in a foreign field \n\nFor some reason I can't explain \n\nI know Saint Peter won't call my name \n\nNever an honest word \n\nBut that was when I ruled the world \n\nOooooh Oooooh Oooooh"
Take on Me,a-ha,2jzc5TC5TVFLXQlBNiIUzE,2WfaOiMkCvy7F5fcp2zZ8L,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
Bohemian Rhapsody,Queen,1dfeR4HaWDbWqFHLkxsg1d,3z8h0TU7ReDPLIbEnYhWZb,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Is this the real life ?
\nIs this just fantasy ?
\nCaught in a landslide
\nNo escape from reality
\nOpen your eyes
\nLook up to the skies and see\n\nI'm just a poor boy, I need no sympathy\n\nBecause I'm easy come, easy go\n\nA little high, little low\n\nAnyway the wind blows, doesn't really matter to me, to me\n\n\n\nMama, just killed a man\n\nPut a gun against his head\n\nPulled my trigger, now he's dead\n\nMama, life had just begun\n\nBut now I've gone and thrown it all away\n\nMama, ooo\n\nDidn't mean to make you cry\n\nIf I'm not back again this time tomorrow\n\nCarry on, carry on, as if nothing really matters\n\n\n\nToo late, my time has come\n\nSent shivers down my spine\n\nBody's aching all the time\n\nGoodbye everybody - I've got to go\n\nGotta leave you all behind and face the truth\n\nMama, ooo - (anyway the wind blows)\n\nI don't wanna die\n\nI sometimes wish I'd never been born at all\n\n\n\nI see a little silhouette of a man\n\nScaramouch, scaramouch will you do the fandango\n\nThunderbolt and lightning - very very frightening me\n\nGallileo, Gallileo,\n\nGallileo, Gallileo,\n\nGallileo Figaro - magnifico (oh, oh, oh)\n\n\n\nBut I'm just a poor boy and nobody loves me\n\nHe's just a poor boy from a poor family\n\nSpare him his life from this monstrosity\n\nEasy come easy go - will you let me go\n\nBismillah! No - we will not let you go - let him go\n\nBismillah! He will not let you go - let him go\n\nBismillah! He will not let you go - let me go\n\nWill not let you go - let me go (never)\n\nNever let you go - let me go\n\nNever let me go - ooo\n\nNo, no, no, no, no, no, no -\n\nOh mama mia, mama mia, mama mia let me go\n\nBeelzebub has a devil put aside for me\n\nFor me\n\nFor me\n\n\n\nSo you think you can stone me and spit in my eye\n\nSo you think you can love me and leave me to die\n\nOh baby - can't do this to me baby\n\nJust gotta get out - just gotta get right outta here\n\n\n\nOoh yeah, ooh yeah\n\nNothing really matters\n\nAnyone can see\n\nNothing really matters - nothing really matters to me\n\n\n\nAnyway the wind blows..."
The Final Countdown,Europe,7Js6Lde8thlIHXggv2SCBz,3MrRksHupTVEQ7YbA0FsZK,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,"We're leaving together,
\nBut still it's farewell
\nAnd maybe we'll come back,
\nTo earth, who can tell ?
\nI guess there is no one to blame
\nWe're leaving ground (leaving ground)\n\nWill things ever be the same again?\n\n\n\nIt's the final countdown...\n\nIt's the final countdown...\n\n\n\nWe're heading for Venus and still we stand tall\n\nCause maybe they've seen us and welcome us all\n\nWith so many light years to go and things to be found (to be found)\n\nI'm sure that we'll all miss her so\n\n\n\nIt's the final countdown..."
Live Is Life,Opus,5pf1217gT8zcjOFc7oMi47,76pyWH7ZLr6q4kJZS3MmEE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,"Na na na na na
Na na na na na
[All together now]
Na na na na na
Na na na na na
Live, Na na na na na
Live is life, Na na na na na
La ba da ba ba live.
Na na na na na
Live When we all give the power.
We all give the best.
Every minute of an hour.
Don't think about a rest.
Then you all get the power.
You all get the best.
And everyone gives everything.
And every song everybody sings.
Live is life Na na na na na
Live is life Na na na na na
Live is life Na na na na na
La ba da ba ba live
Na na na na na
Live is life
When we all feel the power.
Live is life
Come on stand up and dance.
Live is life
When the feeling of the people.
Live is life
Is the feeling of the band.
When we all give the power.
We all give the best.
Every minute of an hour.
Don't think about a rest.
Then you all get the power.
You all get the best.
And everyone gives everything.
And every song everybody sings.
Live is life Na na na na na
Live is life Na na na na na
La ba da ba ba live
Na na na na na
Live is life Na na na na na
Live Na na na na na
Na na na na na
Na na na na na
Na na na na na
Live Na na na na na
Live is life Na na na na na
La ba da ba ba live
Na na na na na
Live is life Na na na na na
And you call when it's over.
You call it should last
Every minute of the future.
Is the memory of the past.
When we all gave the power.
We all gave the best.
And everyone gives everything.
And every song everybody sings.
Live is life."
Cheap Thrills,Sia,5WUlDfRSoLAfcVSX1WnrxN,27SdWb2rFzO6GWiYDBTD9j,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,"Come on, come on, turn the radio on\nIt's Friday night and I won't be long\nGotta do my hair, put my make up on\nIt's Friday night and I won't be long\n\nTill I hit the dance floor\n\nHit the dance floor\n\nI got all I need\n\nNo I ain't got cash\n\nNo I ain't got cash\n\nBut I got you baby\n\n\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBut I don't need no money\n\nAs long as I can feel the beat\n\nI don't need no money\n\nAs long as I keep dancing\n\n\n\nCome on, come on, turn the radio on\n\nIt's Saturday and I won't be long\n\nGotta paint my nails, put my high heels on\n\nIt's Saturday and I won't be long \n\n\n\nTil I hit the dance floor\n\nHit the dance floor\n\nI got all I need\n\nNo I ain't got cash\n\nNo I ain't got cash\n\nBut I got you baby\n\n\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBut I don't need no money\n\nAs long as I can feel the beat\n\nI don't need no money\n\nAs long as I keep dancing\n\n\n\n(I love cheap thrills)\n\n(I love cheap thrills)\n\nI don't need no money\n\nAs long as I can feel the beat\n\nI don't need no money\n\nAs long as I keep dancing, oh, oh\n\n\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBaby I don't need dollar bills to have fun tonight\n\n(I love cheap thrills)\n\nBut I don't need no money\n\nAs long as I can feel the beat\n\nI don't need no money\n\nAs long as I keep dancing\n\n\n\nLa, la, la, la, la, la (I love cheap thrills)\n\nLa, la, la, la, la, la (I love cheap thrills)\n\nLa, la, la, la, la, la (I love cheap thrills)\n\nLa, la, la, la, la, la (I love cheap thrills)"
We Who Lament,"Earthside, Keturah",6mRDRKsNautYuxybddnvgg,60YFo3TyBJ1nd2Flke5SYK,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
